Handle,Title,Body (HTML),3CE,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Featured Ingredients (product.metafields.custom.featured_ingredients),How to Use (product.metafields.custom.how_to_use),Specific Item Info (product.metafields.custom.specific_item_info),Why We Love It (product.metafields.custom.why_we_love_it),Product rating count (product.metafields.reviews.rating_count),Active ingredient (product.metafields.shopify.active-ingredient),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Dispenser type (product.metafields.shopify.dispenser-type),Fragrance level (product.metafields.shopify.fragrance-level),Moisturizer type (product.metafields.shopify.moisturizer-type),Package type (product.metafields.shopify.package-type),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),Skin care mask type (product.metafields.shopify.skin-care-mask-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
apieu-juicy-pang-tint-3-5g,,,3CE,,,,,,CR03 Jujube,,,,,,,,,0,shopify,100,deny,manual,16,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/f0c08dfc-1b8c-4b6f-9508-e2b32986901e_7553916f-db69-41d3-90dd-e1062f6f8e3b.jpg?v=1742858936,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/0138f3eb-478b-4a1b-85be-998d22f846f4_83db1a55-0523-4a29-b1a7-6b5ded594096.jpg?v=1742858936,lb,,,,,,,,,
apieu-juicy-pang-tint-3-5g,,,3CE,,,,,,CR07 Orangae,,,,,,,,,0,shopify,100,deny,manual,16,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/adcc5fb9-aaf6-4ba0-bf64-765a315c8a95_d524d801-1beb-4d6e-a0be-9d186e9f2c1b.jpg?v=1742858936,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/54ece155-015a-4cc8-a9cf-88114d33bc5d_9964a89c-4a12-4ba8-a05a-a2b939d11906.jpg?v=1742858936,lb,,,,,,,,,
apieu-juicy-pang-tint-3-5g,,,3CE,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/54ece155-015a-4cc8-a9cf-88114d33bc5d_9964a89c-4a12-4ba8-a05a-a2b939d11906.jpg?v=1742858936,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apieu-juicy-pang-tint-3-5g,,,3CE,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/0138f3eb-478b-4a1b-85be-998d22f846f4_83db1a55-0523-4a29-b1a7-6b5ded594096.jpg?v=1742858936,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apieu-juicy-pang-dewy-glow-tint-mini-2g,A'pieu Juicy Pang Dewy Glow Tint Mini 2g,,3CE,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup,Lip Gloss & Lip Tint,,TRUE,Color,01 Cherry Syrup,,,,,,,,,0,shopify,100,deny,manual,11,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/38cc0634-5d37-4bce-a933-4ea572cefe39.jpg?v=1742917531,1,,FALSE,,,,,,,,,,,,,,Mesembryanthemum Crystallinum Extract gives long-lasting moisture and comfort.,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/dfb0eb09-5472-48cf-95c8-5904d907fb00.jpg?v=1742917770"" alt="""">","<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>2g</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months from the date of manufacture, 12 months after opening an individual pack</td></tr><tr><th scope=""row"">How to Use</th> <td>Apply adequate amount of the product from inner part of lips.</td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>Kolmar Korea Co., Ltd. / ABLE C&amp;C Co., Ltd. </td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water,Octyldodecanol,Diisostearyl Malate,Bis-Diglyceryl Polyacyladipate-2,Hydrogenated Polyisobutene,Caprylic/Capric Triglyceride,Glyceryl Behenate/Eicosadioate,Dextrin Palmitate/Ethylhexanoate,Polyglyceryl-6 Polyricinoleate,Dimer Dilinoleyl Dimer Dilinoleate,Butylene Glycol,Glycerin,Diisostearoyl Polyglyceryl-3 Dimer Dilinoleate,Sorbitan Sesquioleate,Mesembryanthemum Crystallinum Extract,Malus Domestica Fruit Extract,Ananas Sativus (Pineapple) Fruit Extract,Vitis Vinifera (Grape) Fruit Extract,Actinidia Chinensis (Kiwi) Fruit Extract,Prunus Persica (Peach) Fruit Extract,Fragaria Chiloensis (Strawberry) Fruit Extract,Prunus Avium (Sweet Cherry) Fruit Extract,Polyacrylate Crosspolymer-6,Titanium Dioxide,Glyceryl Caprylate,Caprylyl Glycol,Ethylhexylglycerin,Triethoxycaprylylsilane,Tocopherol,Fragrance,Dehydroacetic Acid,New Coccine, Fast Acid Magenta,Tartrazine,Brilliant Blue FCF</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>N</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1. Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use.<br>2. Do not use on wounds or other affected areas.<br>3. Cautions for Storage and Handling<br>a) Keep out of reach of children.<br>b) Keep away from direct sunlight.</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.</td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-80-080-4936</td></tr></tbody></table></div></div></div></div>","Aâ€™pieu Juicy Pang Dewy Glow Tint is now available in a pocket-friendly mini design! Glaze your lips for a honey-like glossy finish, anytime & anywhere.This luscious lip tint gives a splash of juicy, dewy color.It gently hugs lips without a heavy sticky feel despite the syrup-like texture.",,,,,,,,,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
apieu-juicy-pang-dewy-glow-tint-mini-2g,,,3CE,,,,,,03 Grape Syrup,,,,,,,,,0,shopify,100,deny,manual,11,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/c23c68be-f08a-485b-8617-420a7e826967.jpg?v=1742917557,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
apieu-juicy-pang-dewy-glow-tint-mini-2g,,,3CE,,,,,,02 Guava Syrup,,,,,,,,,0,shopify,100,deny,manual,11,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/e3076b73-eef7-48d5-8abb-dc1af11445e3.jpg?v=1742917596,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
apieu-juicy-pang-dewy-glow-tint-mini-2g,,,3CE,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/c23fd97e-0687-4448-ba16-277dcc5a9e0e.jpg?v=1742917612,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apieu-juicy-pang-dewy-glow-tint-mini-2g,,,3CE,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/e52b4ec1-9fd0-41c1-a4d9-ee56565bb057.jpg?v=1742917623,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apieu-juicy-pang-jelly-tint-3-5g,A'pieu Juicy Pang Jelly Tint 3.5g,,3CE,Health & Beauty > Personal Care > Cosmetics > Makeup > Lip Makeup,Lip Gloss & Lip Tint,,TRUE,Color,01 Peach Jelly,,,,,,,,,0,shopify,100,deny,manual,16,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/f8042e88-3132-425c-a86a-2e79bdd7c621_3f26230d-8eaa-4147-ac65-89741830ef5c.jpg?v=1742858917,1,,FALSE,,,,,,,,,,,,,,"Contains VITA-COMPLEX for long-lasting, moist lips.","<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/23519ada-a1ef-4c40-a418-c0bcc7eada47.jpg?v=1742734794"" alt="""">","<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>3.5g</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months from the date of manufacture, 12 months after opening an individual pack</td></tr><tr><th scope=""row"">How to Use</th> <td>Apply an appropriate amount of the product from the inside of the lips.<br></td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>COSMAX Co., Ltd. / ABLE C&amp;C Co., Ltd. </td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>#1<br>Diisostearyl Malate, Diphenylsiloxy Phenyl Trimethicone, Bis-Diglyceryl Polyacyladipate-2, Water, Diphenyl Dimethicone, Hydrogenated Polyisobutene, Cetyl PEG/PPG-10/1 Dimethicone, Polysorbate 60, Pentylene Glycol, Sorbitan Isostearate, Glycerin, Prunus Domestica Seed Extract, Raspberry Seed Oil/Tocopheryl Succinate Aminopropanediol Esters, Ananas Sativus (Pineapple) Fruit Extract, Carica Papaya (Papaya) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Vitis Vinifera (Grape) Fruit Extract, Mangifera Indica (Mango) Fruit Extract, Polyglyceryl-4 Isostearate, Ceteareth-20, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Squalane, Sodium Dilauramidoglutamide Lysine, Ethylhexylglycerin, Silica, Trisodium Ethylenediamine Disuccinate, Aluminum Hydroxide, Ammonium Polyacrylate, Butylene Glycol, 1,2-Hexanediol, Phenoxyethanol, Fragrance, Titanium Dioxide (CI 77891), Mica (CI 77019), Sunset Yellow FCF (CI 15985), Fast Acid Magenta (CI 17200), Tartrazine (CI 19140), Brilliant Blue FCF (CI 42090), Limonene, Linalool<br><br>#2 <br>Diisostearyl Malate, Diphenylsiloxy Phenyl Trimethicone, Bis-Diglyceryl Polyacyladipate-2, Water, Diphenyl Dimethicone, Hydrogenated Polyisobutene, Cetyl PEG/PPG-10/1 Dimethicone, Polysorbate 60, Pentylene Glycol, Sorbitan Isostearate, Glycerin, Prunus Domestica Seed Extract, Raspberry Seed Oil/Tocopheryl Succinate Aminopropanediol Esters, Ananas Sativus (Pineapple) Fruit Extract, Carica Papaya (Papaya) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Vitis Vinifera (Grape) Fruit Extract, Mangifera Indica (Mango) Fruit Extract, Polyglyceryl-4 Isostearate, Ceteareth-20, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Squalane, Sodium Dilauramidoglutamide Lysine, Ethylhexylglycerin, Trisodium Ethylenediamine Disuccinate, Aluminum Hydroxide, Ammonium Polyacrylate, Butylene Glycol, 1,2-Hexanediol, Phenoxyethanol, Fragrance, Titanium Dioxide (CI 77891), Fast Acid Magenta (CI 17200), Tartrazine (CI 19140), Phloxine B (CI 45410), Sunset Yellow FCF (CI 15985), Brilliant Blue FCF (CI 42090), Limonene, Linalool<br><br>#3<br>Diisostearyl Malate, Diphenylsiloxy Phenyl Trimethicone, Bis-Diglyceryl Polyacyladipate-2, Water, Diphenyl Dimethicone, Hydrogenated Polyisobutene, Cetyl PEG/PPG-10/1 Dimethicone, Polysorbate 60, Pentylene Glycol, Sorbitan Isostearate, Glycerin, Prunus Domestica Seed Extract, Raspberry Seed Oil/Tocopheryl Succinate Aminopropanediol Esters, Ananas Sativus (Pineapple) Fruit Extract, Carica Papaya (Papaya) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Vitis Vinifera (Grape) Fruit Extract, Mangifera Indica (Mango) Fruit Extract, Polyglyceryl-4 Isostearate, Ceteareth-20, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Squalane, Sodium Dilauramidoglutamide Lysine, Ethylhexylglycerin, Trisodium Ethylenediamine Disuccinate, Aluminum Hydroxide, Ammonium Polyacrylate, Butylene Glycol, 1,2-Hexanediol, Phenoxyethanol, Fragrance, Sunset Yellow FCF (CI 15985), Fast Acid Magenta (CI 17200), Titanium Dioxide (CI 77891), Tartrazine (CI 19140), Brilliant Blue FCF (CI 42090), Limonene, Linalool<br><br>#4<br>Diisostearyl Malate, Diphenylsiloxy Phenyl Trimethicone, Bis-Diglyceryl Polyacyladipate-2, Water, Diphenyl Dimethicone, Hydrogenated Polyisobutene, Cetyl PEG/PPG-10/1 Dimethicone, Polysorbate 60, Pentylene Glycol, Sorbitan Isostearate, Glycerin, 1,2-Hexanediol, Prunus Domestica Seed Extract, Raspberry Seed Oil/Tocopheryl Succinate Aminopropanediol Esters, Ananas Sativus (Pineapple) Fruit Extract, Carica Papaya (Papaya) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Vitis Vinifera (Grape) Fruit Extract, Mangifera Indica (Mango) Fruit Extract, Polyglyceryl-4 Isostearate, Ceteareth-20, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Squalane, Sodium Dilauramidoglutamide Lysine, Caprylic/Capric Triglyceride, Trisodium Ethylenediamine Disuccinate, Hydrogenated Lecithin, Ceramide NP, Aluminum Hydroxide, Ammonium Polyacrylate, Butylene Glycol, Phenoxyethanol, Fragrance, Titanium Dioxide (CI 77891), Sunset Yellow FCF (CI 15985), Fast Acid Magenta (CI 17200), Tartrazine (CI 19140), Brilliant Blue FCF (CI 42090), Limonene, Linalool<br><br>#5<br>Diisostearyl Malate, Diphenylsiloxy Phenyl Trimethicone, Bis-Diglyceryl Polyacyladipate-2, Water, Diphenyl Dimethicone, Hydrogenated Polyisobutene, Cetyl PEG/PPG-10/1 Dimethicone, Polysorbate 60, Pentylene Glycol, Sorbitan Isostearate, Glycerin, 1,2-Hexanediol, Prunus Domestica Seed Extract, Raspberry Seed Oil/Tocopheryl Succinate Aminopropanediol Esters, Ananas Sativus (Pineapple) Fruit Extract, Carica Papaya (Papaya) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Vitis Vinifera (Grape) Fruit Extract, Mangifera Indica (Mango) Fruit Extract, Polyglyceryl-4 Isostearate, Ceteareth-20, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Squalane, Sodium Dilauramidoglutamide Lysine, Caprylic/Capric Triglyceride, Trisodium Ethylenediamine Disuccinate, Hydrogenated Lecithin, Aluminum Hydroxide, Ammonium Polyacrylate, Ceramide NP, Butylene Glycol, Phenoxyethanol, Fragrance, Titanium Dioxide (CI 77891), Sunset Yellow FCF (CI 15985), Fast Acid Magenta (CI 17200), Tartrazine (CI 19140), Brilliant Blue FCF (CI 42090), Limonene, Linalool<br><br>#6<br>Diisostearyl Malate, Diphenylsiloxy Phenyl Trimethicone, Bis-Diglyceryl Polyacyladipate-2, Water, Diphenyl Dimethicone, Hydrogenated Polyisobutene, Cetyl PEG/PPG-10/1 Dimethicone, Polysorbate 60, Pentylene Glycol, Sorbitan Isostearate, Glycerin, 1,2-Hexanediol, Prunus Domestica Seed Extract, Raspberry Seed Oil/Tocopheryl Succinate Aminopropanediol Esters, Ananas Sativus (Pineapple) Fruit Extract, Carica Papaya (Papaya) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Vitis Vinifera (Grape) Fruit Extract, Mangifera Indica (Mango) Fruit Extract, Polyglyceryl-4 Isostearate, Ceteareth-20, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Squalane, Sodium Dilauramidoglutamide Lysine, Caprylic/Capric Triglyceride, Trisodium Ethylenediamine Disuccinate, Hydrogenated Lecithin, Aluminum Hydroxide, Ammonium Polyacrylate, Ceramide NP, Butylene Glycol, Phenoxyethanol, Fragrance, Titanium Dioxide (CI 77891), Fast Acid Magenta (CI 17200), Sunset Yellow FCF (CI 15985), Phloxine B (CI 45410), Brilliant Blue FCF (CI 42090), Limonene, Linalool</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>N</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1. Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use. <br>2. Do not use on wounds or other affected areas. <br>3. Cautions for Storage and Handling a) Keep out of reach of children. b) Keep away from direct sunlight.</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-80-080-4936</td></tr></tbody></table></div></div></div></div>","Features six clear and vibrant colors that provide a high-glossy texture as if a gloss has been applied, without stickiness.The vibrant colors blend seamlessly with the original lip color, delivering lively lips even with multiple layers.The fresh jelly texture with high moisture content applies thinly and evenly even on wrinkled lips.",,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/63a26126-4ac6-45b2-a766-b251350d0f44_0a096d2f-6b0c-4a74-97d5-adeb41ac9488.jpg?v=1742858917,lb,,,TRUE,,,TRUE,,,active
apieu-juicy-pang-jelly-tint-3-5g,,,3CE,,,,,,06 Raspberry Jelly,,,,,,,,,0,shopify,100,deny,manual,16,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/e8aaf5a1-3473-46c7-8275-13f890e223c2_51028c72-68f3-42d8-82ba-ed6e02d05453.jpg?v=1742858917,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/9d0b1378-d647-4eed-bb49-56782ca61d3a_d0e26372-6754-45e4-bd05-33443a991d5a.jpg?v=1742858917,lb,,,,,,,,,
apieu-juicy-pang-jelly-tint-3-5g,,,3CE,,,,,,05 Strawberry Jelly,,,,,,,,,0,shopify,100,deny,manual,16,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/3eba01d2-e65b-4b85-8d90-8c132ce7f254_80f5ab8d-cf60-462b-973e-113f3126f485.jpg?v=1742858917,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/9d0b1378-d647-4eed-bb49-56782ca61d3a_d0e26372-6754-45e4-bd05-33443a991d5a.jpg?v=1742858917,lb,,,,,,,,,
apieu-juicy-pang-jelly-tint-3-5g,,,3CE,,,,,,04 Jujube Jelly,,,,,,,,,0,shopify,100,deny,manual,16,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/7c4ce271-2d6e-42c5-86a4-c8e1dfe16da0_9224b357-84ce-480b-934b-4bea352a3f0c.jpg?v=1742858917,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/cdd5274a-ce60-4f61-8a1b-4f439b31ff24_34e2d767-b60e-4116-ac6b-47e9b7ad4b66.jpg?v=1742858917,lb,,,,,,,,,
apieu-juicy-pang-jelly-tint-3-5g,,,3CE,,,,,,03 Cherry Jelly,,,,,,,,,0,shopify,100,deny,manual,16,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/63a26126-4ac6-45b2-a766-b251350d0f44_0a096d2f-6b0c-4a74-97d5-adeb41ac9488.jpg?v=1742858917,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/02335186-9f2f-41a1-b193-104f77420d2a_e1fc9673-e616-4cdb-8b59-33dd04d85f9d.jpg?v=1742858917,lb,,,,,,,,,
apieu-juicy-pang-jelly-tint-3-5g,,,3CE,,,,,,02 Guava Jelly,,,,,,,,,0,shopify,100,deny,manual,16,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/9d0b1378-d647-4eed-bb49-56782ca61d3a_d0e26372-6754-45e4-bd05-33443a991d5a.jpg?v=1742858917,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/9a428b82-3edb-4576-b726-17445fd02c28_130a5a8d-b36e-4b3c-aae5-7c1d33325ef0.jpg?v=1742858917,lb,,,,,,,,,
apieu-juicy-pang-jelly-tint-3-5g,,,3CE,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/cdd5274a-ce60-4f61-8a1b-4f439b31ff24_34e2d767-b60e-4116-ac6b-47e9b7ad4b66.jpg?v=1742858917,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apieu-juicy-pang-jelly-tint-3-5g,,,3CE,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/02335186-9f2f-41a1-b193-104f77420d2a_e1fc9673-e616-4cdb-8b59-33dd04d85f9d.jpg?v=1742858917,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apieu-juicy-pang-jelly-tint-3-5g,,,3CE,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/9a428b82-3edb-4576-b726-17445fd02c28_130a5a8d-b36e-4b3c-aae5-7c1d33325ef0.jpg?v=1742858917,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apieu-juicy-pang-bare-cream-blusher-mini-2-3g,A'pieu Juicy Pang Bare Cream Blusher Mini 2.3g,,3CE,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup,Blush,,TRUE,Color,01 Lychee Cream,,,,,,,,,0,shopify,100,deny,manual,11,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/68fe247a-313c-46cd-9183-9cd81a5ff543_c95f5dac-2dc0-4a32-b854-b3fed149f24f.jpg?v=1742858902,1,,FALSE,,,,,,,,,,,,,,Long-lasting Powder Complex supports light & soft powdery application without a gray cast.,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/8e223449-d9e7-4b9a-876f-c7f24534f49a.jpg?v=1742082086"" alt="""">","<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>2.3g</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months from the date of manufacture, 12 months after opening an individual pack</td></tr><tr><th scope=""row"">How to Use</th> <td>Use the tip to apply a small amount to the cheeks and blend lightly with your hands or a puff.<br></td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>Kolmar Korea Co., Ltd. / ABLE C&amp;C Co., Ltd. </td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water,Cyclopentasiloxane,Synthetic Fluorphlogopite, Methyl Methacrylate Crosspolymer,Glycerin,Methyl Trimethicone,PEG-10 Dimethicone,Trimethylsiloxysilicate,Dicaprylyl Carbonate,Pentylene Glycol,Dimethicone/Vinyl Dimethicone Crosspolymer,Dimethicone,Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Sorbitan Isostearate,Mesembryanthemum Crystallinum Extract,Malus Domestica Fruit Extract,Ananas Sativus (Pineapple) Fruit Extract,Vitis Vinifera (Grape) Fruit Extract,Actinidia Chinensis (Kiwi) Fruit Extract,Prunus Persica (Peach) Fruit Extract,Fragaria Chiloensis (Strawberry) Fruit Extract,Prunus Avium (Sweet Cherry) Fruit Extract,Titanium Dioxide,Magnesium Sulfate,Disteardimonium Hectorite,Triethoxycaprylylsilane,Glyceryl Caprylate,Caprylyl Glycol,Propylene Carbonate,Aluminum Hydroxide,Ethylhexylglycerin,Tocopherol,Butylene Glycol,Fragrance,Iron Oxide Black,Iron Oxide Red,Iron Oxide Yellow,Helindone Pink CN<br></td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>N</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1. Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use. <br>2. Do not use on wounds or other affected areas.<br>3. Cautions for Storage and Handling<br>a) Keep out of reach of children.<br>b) Keep away from direct sunlight.</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-80-080-4936</td></tr></tbody></table></div></div></div></div>",Cream Blush that softly melts into skin to deliver a luminous flush of color.The creamy shades naturally blend for all skin tones.Its non-sticky formula leaves skin with a soft-matte finish.,,,,,,,,,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
