Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Featured Ingredients (product.metafields.custom.featured_ingredients),How to Use (product.metafields.custom.how_to_use),Specific Item Info (product.metafields.custom.specific_item_info),Why We Love It (product.metafields.custom.why_we_love_it),Product rating count (product.metafields.reviews.rating_count),Active ingredient (product.metafields.shopify.active-ingredient),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Dispenser type (product.metafields.shopify.dispenser-type),Fragrance level (product.metafields.shopify.fragrance-level),Moisturizer type (product.metafields.shopify.moisturizer-type),Package type (product.metafields.shopify.package-type),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),Skin care mask type (product.metafields.shopify.skin-care-mask-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
dermatory-modeling-pack-66g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/8a17d7d2-face-4ee8-b753-9621014821ea_ce87534a-95fa-49ca-99b7-6b035d706cff.jpg?v=1742860990,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dermatory-pro-vita-a-retinal-derm-band-mask-sheet-28g,Dermatory Pro Vita A-Retinal Derm Band Mask Sheet 28g,,Dermatory,Health & Beauty > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,Sheet Masks,,TRUE,Title,Default Title,,,,,,,,,0,shopify,100,deny,manual,2.5,5,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/4c332b97-d74b-4237-a39c-b8355b703ede_9d9ce6d5-e63f-4974-a9de-fc29bb173691.jpg?v=1742247187,1,,FALSE,,,,,,,,,,,,,,"With the essence containing vitamin A ingredient Retinal, you can experience smooth and firm skin by tightening pores from the pores.It contains the mild but effective ingredient Retinal X Bakuchiol X Hydrolyzed Collagen for daily Retinal care.Dermatory Band Mask is a special mask pack unique to Dermatory that adds essence to a sheet containing active ingredients, and can be treated once more with a sheet and once more with essence.Retinal 1% elasticity essence product contains Retinal formulation for firm pores and smooth skin texture, Bakuchiol, and Collagen, leaving only tightness without the stuffiness of elastic mask sheets.The close-fit elastic band sheet made of collagen up to the fabric retracts precisely to the face when it comes into contact with the skin, absorbing essence into the skin for close elasticity care.The 20 Free ingredients selected by Dermatory's own strict standards are analyzed at every production minute so that theyâ€™re safe for use.","<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/fb81a89b-cf10-47ba-96ec-e4e76a500709.jpg?v=1741670502"" alt="""">","<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>1 Sheet (28g)</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months before opening / use immediately after opening </td></tr><tr><th scope=""row"">How to Use</th> <td>1. After cleansing, wipe out your entire face with the toner-soaked cotton pads. <br><br>2. Attach the mask sheet to your face along the facial curves, starting from the forehead to nose and cheeks. <br><br>3. Hold up and attach the side cuts of the sheet to support your face upward. <br><br>4. Remove the sheet in 10-20 minutes and pat the remaining essence for absorption. <br><br></td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>COSMAX Co., Ltd. / CLUBCLIO Co., Ltd.</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water, Glycerin, Butylene Glycol, Dipropylene Glycol, Methylpropanediol, Niacinamide, Chlorella Vulgaris Extract, Sodium Hyaluronate, Vincetoxicum Atratum Extract, Macadamia Ternifolia Seed Oil, Hydrolyzed Collagen, Althaea Rosea Flower Extract, Retinal (2ppm), Hydroxyacetophenone, Glucose, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Allantoin, Fructooligosaccharides, Fructose, Polyglyceryl-10 Laurate, Propanediol, Sodium Polyacrylate, Tromethamine, Caprylyl Glycol, Ethylhexylglycerin, Adenosine, 1,2-Hexanediol, Pentylene Glycol, Acetyl Glucosamine, Caprylic/Capric Triglyceride, Hydrogenated Lecithin, Cholesterol, Brassica Campestris (Rapeseed) Sterols, PEG-5 Rapeseed Sterol, Silica, Ceteth-3, Ceteth-5, Sodium Hyaluronate Crosspolymer, Tocopherol, Aluminum/Magnesium Hydroxide Stearate, Tocopheryl Acetate, Potassium Cetyl Phosphate, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Bakuchiol, Caffeine, Carbomer, Disodium EDTA<br></td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>Completion of functional cosmetics review (or report) according to the Cosmetics Act</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1) Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use. <br>2) Do not use on wounds or other affected areas. <br>3) Cautions for Storage and Handling <br> a) Keep out of reach of children.<br> b) Keep away from direct sunlight. <br>4) Avoid the area around the eyes during use. Others. Use with caution if skin is sensitive to adhesive bandages or wet compresses.<br><br></td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-80-080-1510</td></tr></tbody></table></div></div></div></div>","Pro Retinal Derm Band Mask is a skincare anti-aging mask that primarily tightens the pores.If you are worried about skin irritation, you can start pore firming care every day with the easy Retinal and Dermatory Pro Retinal line.It is a product that has completed anti-aging (skin aging relief) test, skin texture test, and sensitive skin irritation test.",,,,,,,,,,,,,,,,,,,,,lb,,,TRUE,,,active
dermatory-pro-vita-a-retinal-derm-band-mask-sheet-28g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/883aca15-7525-4cb2-b1c2-06704789732d_d5df5901-2a01-42aa-a998-5f09e58e2c74.jpg?v=1742247187,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dermatory-pro-vita-a-retinal-derm-band-mask-sheet-28g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/e9e1f3d1-30f6-4ed8-af93-5771523e5d96_22e507c9-818f-4d27-8771-a2e9e356f938.jpg?v=1742247187,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dermatory-pro-vita-a-retinal-derm-band-mask-sheet-28g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/2fd14a71-230a-434d-b549-a7a18f627996_bb31168a-da81-48d5-8a5b-56b33f064b52.jpg?v=1742247188,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dermatory-pro-vita-a-retinal-derm-band-mask-sheet-28g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/f1cd669c-e5ad-4c41-95f7-5e264e1dfc39_ce00abc7-91c5-485a-b7f5-79088237e73c.jpg?v=1742247188,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dermatory-cica-zinc-derm-band-mask-4p-set-1p-oy-exclusive,Dermatory Cica Zinc Derm Band Mask 4P Set (+1P) (OY-Exclusive),,Dermatory,Health & Beauty > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,Sheet Masks,,TRUE,Title,Default Title,,,,,,,,,0,shopify,100,deny,manual,12.99,21,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/f8cf6eb0-45f6-475c-80a3-6d4f3adefbc5_dfd784bf-99fe-45b8-8f26-95806a2891eb.jpg?v=1742247178,1,,FALSE,,,,,,,,,,,,,,"The sheet contains Centella Asiatica Extract, allowing the CICA Band to contract to the face for soothing adherence. A product formulated with zinc, madecassoside, and sucralfate for clear and moist skin.","<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/A00000020984403ko_1.jpg?v=1741670283"" alt="""">","<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>Original Product 4ea + Special Gift 1ea </td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>30 months before opening / immediately after opening </td></tr><tr><th scope=""row"">How to Use</th> <td>1. After cleansing your face, use a toner to refine your skin. <br>2. Take out the sheet from the package and apply to the face in the order of the forehead, nose and upper cheeks. <br>3. Grasp the incision line of the sheet and pull upward, wrapping the cheeks to create a tight fit. <br>4. Remove the sheet after 10-20 minutes and pat the remaining essence into the skin. </td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>COSMAX Co., Ltd. / CLUBCLIO Co., Ltd.</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water, Glycerin, 2,3-Butanediol, Portulaca Oleracea Extract, Macadamia Integrifolia Seed Oil, White Willow Bark Extract, Sodium Hyaluronate, Centella Asiatica Extract (35ppm), Althaea Rosea Flower Extract, Calamine, Butylene Glycol, Hydroxyacetophenone, Tromethamine, Allantoin, Caprylyl Glycol, Sodium Polyacryloyldimethyl Taurate, Zinc Lactate (500ppm), Zinc PCA (500ppm), Squalane, Ethylhexylglycerin, 1,2-Hexanediol, Dipropylene Glycol, Aluminum Sucrose Octasulfate, Brassica Campestris (Rapeseed) Sterols, Cholesterol, Phytosteryl/Behenyl/Octyldodecyl Lauroyl Glutamate, Polyglyceryl-10 Oleate, Polyglyceryl-10 Laurate, Propanediol, Sodium Surfactin, Pentylene Glycol, Panthenol, Hydrogenated Lecithin, Cellulose, Polyglyceryl-3 Cocoate, Polyglyceryl-4 Caprate, Polyglyceryl-6 Caprylate, Polyglyceryl-6 Ricinoleate, Acetyl Glucosamine, Cetearyl Olivate, Sorbitan Olivate, Sodium Hyaluronate Crosspolymer, Madecassoside, Carbomer, Xanthan Gum, Caffeine, Disodium EDTA</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>N</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1. Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use.<br>2. Do not use on wounds or other affected areas.<br>3. Storage and handling instructions a) Keep out of reach of children. b) Keep away from direct sunlight.<br>4. Avoid eye contact. Use cautiously if you are sensitive to adhesive bandages or poultices.</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.</td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-80-080-1510</td></tr></tbody></table></div></div></div></div>","A CICA Bang mask for skin soothing.A band mask containing CICA ingredients providing moisturized and soothed skin after use.Shows 98% of users found their skin moisturized after use, 97% use it when their skin is sensitive, it's good for initial soothing, does not feel skin irritation, 96% felt their skin soothed after use, and 94% felt their skin improved.",,,,,,,,,,,,,,,,,,,,,lb,,,TRUE,,,active
dermatory-cica-zinc-derm-band-mask-4p-set-1p-oy-exclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/c7f33efa-85d4-4ddc-a15b-58dbcf510ad8_3d09bee7-d91a-4513-b73c-aaf70277baca.jpg?v=1742247178,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dermatory-pro-vita-a-retinal-derm-band-mask-4p-1p-special-set-pore-tightening,Dermatory Pro Vita A Retinal Derm Band Mask 4P+1P Special Set (Pore-tightening),,Dermatory,Health & Beauty > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,Sheet Masks,,TRUE,Title,Default Title,,,,,,,,,0,shopify,100,deny,manual,21,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/36931cd1-b95e-4946-9d4e-176dab76310d_e0b69b6b-971a-411d-a569-22e9c98900df.jpg?v=1742247174,1,,FALSE,,,,,,,,,,,,,,"Experience smooth and firm egg-like skin from your pores with an essence containing Vitamin A ingredient retinol.This is an anti-aging mask that combines retinol, bacuchiol, and hydrolyzed collagen to create tight pores and smooth skin texture when met with a close-fitting band sheet.This is the Dermatory-only special mask pack with essence added to a sheet containing active ingredients.This elasticity essence leaves only firmness without the stuffiness of the elasticity mask with a combination of retinol for tight pores and smooth skin texture, and Bakuchiol and collagen for elasticity.","<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/48ac5a01-d33c-443d-8d15-3924666d62df.jpg?v=1741652115"" alt="""">","<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>[Original Product] 4P [Special Gift] 1P</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months before opening / use immediately after opening </td></tr><tr><th scope=""row"">How to Use</th> <td>1. After cleansing, wipe out your entire face with the toner-soaked cotton pads. <br>2. Attach the mask sheet to your face along the facial curves, starting from the forehead to nose and cheeks. <br>3. Hold up and attach the side cuts of the sheet to support your face upward. <br>4. Remove the sheet in 10-20 minutes and pat the remaining essence for absorption. </td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>COSMAX Co., Ltd. / CLUBCLIO Co., Ltd.</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water, Glycerin, Butylene Glycol, Dipropylene Glycol, Methylpropanediol, Niacinamide, Chlorella Vulgaris Extract, Sodium Hyaluronate, Vincetoxicum Atratum Extract, Macadamia Ternifolia Seed Oil, Hydrolyzed Collagen, Althaea Rosea Flower Extract, Retinal (2ppm), Hydroxyacetophenone, Glucose, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Allantoin, Fructooligosaccharides, Fructose, Polyglyceryl-10 Laurate, Propanediol, Sodium Polyacrylate, Tromethamine, Caprylyl Glycol, Ethylhexylglycerin, Adenosine, 1,2-Hexanediol, Pentylene Glycol, Acetyl Glucosamine, Caprylic/Capric Triglyceride, Hydrogenated Lecithin, Cholesterol, Brassica Campestris (Rapeseed) Sterols, PEG-5 Rapeseed Sterol, Silica, Ceteth-3, Ceteth-5, Sodium Hyaluronate Crosspolymer, Tocopherol, Aluminum/Magnesium Hydroxide Stearate, Tocopheryl Acetate, Potassium Cetyl Phosphate, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Bakuchiol, Caffeine, Carbomer, Disodium EDTA</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>N</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1) Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use. <br>2) Do not use on wounds or other affected areas. <br>3) Cautions for Storage and Handling a) Keep out of reach of children. b) Keep away from direct sunlight. <br>4) Avoid the area around the eyes during use. <br>Others. Use with caution if skin is sensitive to adhesive bandages or wet compresses.</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-80-080-1510</td></tr></tbody></table></div></div></div></div>","Retinol, Dermatory Pro Retinol Line provides elasticity to pores.This product has undergone anti-aging testing, skin texture testing, and sensitivity skin irritation testing.This is an anti-aging mask that provides elasticity from the pores.",,,,,,,,,,,,,,,,,,,,,lb,,,TRUE,,,active
dermatory-pro-vita-a-retinal-derm-band-mask-4p-1p-special-set-pore-tightening,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/bb9b8427-9ef9-410f-a106-dc226bfe3d52_35c9835e-067c-41f6-8759-9a0e6b251782.jpg?v=1742247174,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dermatory-pro-vita-a-retinal-derm-band-mask-4p-1p-special-set-pore-tightening,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/59324d7d-c3d6-40a7-b426-157cc4347f24_d83d7fba-bc40-4860-aa24-7e1b85282393.jpg?v=1742247174,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dermatory-pro-vita-a-retinal-derm-band-mask-4p-1p-special-set-pore-tightening,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/a756c87f-9bb8-42df-9702-48ae4b972c7f_646cb576-30d7-4f29-ba09-58a188f5c054.jpg?v=1742247174,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dermatory-pro-aqua-hyalderm-band-mask-sheet-28g,Dermatory Pro Aqua Hyalderm Band Mask Sheet 28g,,Dermatory,Health & Beauty > Personal Care > Cosmetics > Skin Care > Skin Care Masks & Peels,Sheet Masks,,TRUE,Title,Default Title,,,,,,,,,0,shopify,100,deny,manual,2.5,5,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/a389e82b-10c0-4e00-a4e8-78debf62e0dd_b204ee73-1604-49fb-988f-86a1162b9924.jpg?v=1742247166,1,,FALSE,,,,,,,,,,,,,,"It is a band sheet face mask containing ingredients that help with skin barrier care, so you can feel the moist and firm skin barrier after use.This product contains 1% of Hyalderm Complex, a proprietary ingredient of Dermatory, which contains low-molecular-weight hyaluronic acid, ceramide NP, and allantoin after contemplating ingredients that help maintain a moist and firm skin barrier, and the essence containing 1% hyalderm complex not only supplies moisture to dry and tired skin, but also delivers a strong barrier care effect.Since Dermatory knows the importance of sheet mask fabric that comes in direct contact with the skin, even the fabric contains active ingredients and hyaluronic acid to help with moisture care.It is safe to use as it is free of 20 ingredients: Para-hydroxybenzoic acid, BHA, BHT, phenoxyethane, methylparaben, ethylparaben, propylparaben, isopropylparaben, butylparaben, isobutylparaben, benzophenone-3, Benzophenone-8, benzyl alcohol, clophenesin, triethanolamine, sorbic acid, benzoic acid, propylene glycol, dehydroacetic acid, and iodopropynyl butyl carbamate.","<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/0e7ce810-a5f7-4b65-b3f2-23f9e25ce8c1.jpg?v=1741651723"" alt="""">","<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>1 Sheet (28g)</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>30 months before opening / use immediately after opening </td></tr><tr><th scope=""row"">How to Use</th> <td>1. After cleansing, wipe out your entire face with the toner-soaked cotton pads. <br><br>2. Attach the mask sheet to your face along the facial curves, starting from the forehead to nose and cheeks. <br><br>3. Hold up and attach the side cuts of the sheet to support your face upward. <br><br>4. Remove the sheet in 10-20 minutes and pat the remaining essence for absorption. <br><br></td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>COSMAX Co., Ltd. / CLUBCLIO Co., Ltd.</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water, Glycerin, Butylene Glycol, Dipropylene Glycol, Propanediol, Sodium Hyaluronate (1,000ppm), Althaea Rosea Flower Extract, Centella Asiatica Extract, Sea Salt, Hydroxyacetophenone, Panthenol, Caprylic/Capric Triglyceride, Allantoin, Tromethamine, Caprylyl Glycol, Polyglyceryl-10 Laurate, Ethylhexylglycerin, Adenosine, Hydrogenated Lecithin, 1,2-Hexanediol, Pentylene Glycol, Polyglyceryl-3 Cocoate, Polyglyceryl-4 Caprate, Polyglyceryl-6 Caprylate, Polyglyceryl-6 Ricinoleate, Ceramide NP, Acetyl Glucosamine, Sodium Hyaluronate Crosspolymer, Sodium Stearoyl Glutamate, Magnesium PCA, Copper Tripeptide-1, Serine, Sucrose, Glycine, Calcium Chloride, Ornithine, Alanine, Magnesium Chloride, Threonine, Histidine, Aspartic Acid, Valine, Proline, Dipotassium Phosphate, Lysine, Leucine, Tyrosine, Isoleucine, Magnesium Citrate, Glucosamine HCl, Phenylalanine, Glutamic Acid, Arginine, 1-Methylhydantoin-2-Imide, Asparagine, Citrulline, Methionine, Taurine, Tryptophan, Formic Acid, Glutamine, Cysteine, Carbomer, Caffeine, Xanthan Gum, Disodium EDTA<br></td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>N</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1) Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use. <br><br>2) Do not use on wounds or other affected areas. <br><br>3) Storage and handling instructions a) Keep out of reach of children. b) Keep away from direct sunlight.<br><br></td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br><br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-80-080-1510</td></tr></tbody></table></div></div></div></div>","The Dermatory Pro Aqua Hyalderm Band Mask helps with high-adhesion moisture care by wrapping the skin with solid moisture.The Dermatory Band Mask is a special face mask in which essence is added again to a sheet containing active ingredients.It is a product that features skin barrier strengthening, high adhesion sheet, and 1% hyalderm.",,,,,,,,,,,,,,,,,,,,,lb,,,TRUE,,,active
dermatory-pro-aqua-hyalderm-band-mask-sheet-28g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/2b791a68-24ec-4064-b990-7d7ec5114a6f_ed4644b1-180c-44ae-900c-4f317bdeebb9.jpg?v=1742247166,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dermatory-pro-aqua-hyalderm-band-mask-sheet-28g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/d908c670-ee61-465c-9d21-604773f783e2_d9000bb9-37d4-4766-8f77-5a7da88c2a77.jpg?v=1742247166,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
