Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Best (product.metafields.custom.best),Featured Ingredients (product.metafields.custom.featured_ingredients),Gift (product.metafields.custom.gift),Hot deal (product.metafields.custom.hot_deal),How to Use (product.metafields.custom.how_to_use),New (product.metafields.custom.new),Specific Item Info (product.metafields.custom.specific_item_info),Why We Love It (product.metafields.custom.why_we_love_it),Product rating count (product.metafields.reviews.rating_count),Active ingredient (product.metafields.shopify.active-ingredient),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Dispenser type (product.metafields.shopify.dispenser-type),Fragrance level (product.metafields.shopify.fragrance-level),Moisturizer type (product.metafields.shopify.moisturizer-type),Package type (product.metafields.shopify.package-type),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),Skin care mask type (product.metafields.shopify.skin-care-mask-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
b-ready-cicaffeine-trouble-reset-serum-40ml-refill-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/c85209c4-8fec-4239-9217-addf94827b27_f4b6783d-ca41-495f-b3a2-460fade49b86.jpg?v=1745987623,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b-ready-cicaffeine-trouble-reset-serum-40ml-refill-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/4083b652-a058-4de0-9afc-1a2e229e4f73_25df6a5d-417a-4ee4-a7fb-51615001377f.jpg?v=1745974717,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b-ready-cicaffeine-trouble-reset-serum-40ml,B.READY Cicaffeine Trouble Reset Serum 40mL,"",B.READY,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Moisturizers,Essence & Serum,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/a7c298a2-44fb-46d0-b351-6f0003c04631_203ac9eb-8264-4de9-beb2-767b7586b543.jpg?v=1742243014,1,"",false,,,,,,,,,,,,,,,"It contains beta-sitosterol, a new generation cica ingredient, which goes beyond soothing to give vitality to the skin.It contains caffeine for pore reduction.It contains Amorepacific's patented brightening ingredient Melasolvâ„¢ to help improve blemishes.",,,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/46f96e23-fbe7-433b-ab4f-13c24edca64c.jpg?v=1741881895"" alt="""">",,"<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>40ml</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months before opening, within 12 months after opening</td></tr><tr><th scope=""row"">How to Use</th> <td>Apply an appropriate amount gently to the area for brightening effects.<br></td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>Cosvision Corp. / Amorepacific Corporation</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Chamaecyparis Obtusa Water, Water, Butylene Glycol, Glycerin, Dipropylene Glycol, Betaine, Alcohol Denat., Niacinamide, Squalane, Caffeine, Diethoxyethyl Succinate, 1,2-Hexanediol, Sucrose Stearate, Sodium Polyacryloyldimethyl Taurate, Glyceryl Polymethacrylate, Polyglyceryl-10 Stearate, Polymethyl Methacrylate, Methyl Trimethicone, Hydrogenated Lecithin, Hydrogenated Phosphatidylcholine, Ethylhexylglycerin, Polyglyceryl-10 Laurate, Thymol Trimethoxycinnamate, Carbomer, Tromethamine, Xanthan Gum, Gluconolactone, Sodium Citrate, Disodium EDTA, Malachite Extract, Carthamus Tinctorius (Safflower) Flower Extract, Dextrin, Citric Acid, Phytosterols, Arginine, Cyclodextrin, Hydroxypropyl Cyclodextrin, Maltodextrin, Tocopherol</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>Completion of functional cosmetics review (or report) according to the Cosmetics Act</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1. Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use. <br>2. Do not use on wounds or other affected areas. <br>3. Storage and handling instructions a) Keep out of reach of children. b) Keep away from direct sunlight.</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-80-023-5454 (Toll free) Hours: 09:00â€“18:00 KST (Lunchtime 12:00â€“13:00) (Closed on weekends and holidays)</td></tr></tbody></table></div></div></div></div>","Suitable for sensitive skin that has become sensitive due to repeated troubles, enlarged pores due to blackheads, and rough skin due to traces of impurities.It shows +88% first soothing, -39% pore reduction, and 14 days of improvement in blemishes.Beyond Grooming Panel 50, after 5 customer surveys over 300 days, the optimal skincare through joint development with NO.1 beauty YouTuber Swan.",,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
b-ready-cicaffeine-trouble-reset-serum-40ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/d9cae061-4298-4e86-b750-60f4db7e9327_bd814717-fa4f-4763-addf-0fecde1932e1.jpg?v=1742243014,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b-ready-cicaffeine-trouble-reset-serum-40ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/ec107dd2-e5f6-4715-8c31-642364ce4e25_15b8da98-5404-485c-be51-da0c2c740724.jpg?v=1742243014,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b-ready-cicaffeine-trouble-reset-serum-40ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/dcc5d76c-f131-46f5-b290-c259db7fc383_92d853be-6f41-4ebc-a4f1-81969dc32492.jpg?v=1742243014,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b-ready-cicaffeine-trouble-reset-cream-70ml-set-cream-20ml-serum-15ml,B.READY Cicaffeine Trouble Reset Cream 70ml Set (+Cream 20ml+Serum 15ml),"",B.READY,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Moisturizers,Cream,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,36.92,45.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/4c8a9ecd-2012-47f0-9025-73ed18c3d79a_f9c6c005-10a1-4d79-9433-1b2fb7ad6332.jpg?v=1745971732,1,"",false,,,,,,,,,,,,,,,Contains beta-sitosterol for ultra-soothing and caffeine for pore reduction effects.Contains beta-sitosterol for ultra-soothing and provides vitality beyond soothing.Contains caffeine with green bean extract specialized for pore elasticity.,,,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/4c8a9ecd-2012-47f0-9025-73ed18c3d79a.jpg?v=1741881538"" alt="""">",,"<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>105ml</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months before opening, within 12 months after opening</td></tr><tr><th scope=""row"">How to Use</th> <td>Dispense an appropriate amount into your hands and apply to your skin. <br></td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>Cosvision Corp. / Amorepacific Corporation</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Chamaecyparis Obtusa Water, Butylene Glycol, Glycerin, Dicaprylyl Ether, 1,2-Hexanediol, Squalane, Phenyl Trimethicone, Methyl Trimethicone, Isononyl Isononanoate, Betaine, C14-22 Alcohols, Water, Cetearyl Alcohol, Cetearyl Olivate, Stearyl Dimethicone, Glyceryl Stearate, Sorbitan Olivate, PCA Dimethicone, Palmitic Acid, Stearic Acid, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, C12-20 Alkyl Glucoside, Sodium Stearoyl Glutamate, Ethylhexylglycerin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Behenyl Alcohol, Tromethamine, Xanthan Gum, Phytosterols, Sorbitan Isostearate, Malachite Extract, Disodium EDTA, Carthamus Tinctorius (Safflower) Flower Extract, Dextrin, Niacinamide, Caffeine, Ceramide NP, Tocopherol, Arginine, Cyclodextrin, Hydroxypropyl Cyclodextrin, Maltodextrin, Citric Acid</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>N</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1. Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use.<br>2. Do not use on wounds or other affected areas. <br>3. Storage and handling instructions a) Keep out of reach of children. b) Keep away from direct sunlight.</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-80-023-5454 (Toll free) Hours: 09:00â€“18:00 KST (Lunchtime 12:00â€“13:00) (Closed on weekends and holidays)</td></tr></tbody></table></div></div></div></div>","An ultra-soothing barrier cream that addresses troubles and pores.Suitable for sensitive skin that has become sensitive due to repeated troubles, enlarged pores due to blackheads, and rough skin due to traces of impurities.A moisturizing barrier cream that resets the broken skin barrier.",3,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
b-ready-cicaffeine-trouble-reset-cream-70ml,B.READY Cicaffeine Trouble Reset Cream 70mL,"",B.READY,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Moisturizers,Cream,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,45.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/069d10f8-e898-44ed-8e96-3dde3afbe921_b05ed7c2-afbb-4c43-a72a-739ea6b50abd.jpg?v=1742243004,1,"",false,,,,,,,,,,,,,,,"It contains beta-sitosterol, a new generation cica ingredient, which goes beyond soothing to give vitality to the skin.It contains caffeine for pore reduction.It contains ceramides to strengthen the skin barrier and recharge moisture.",,,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/e1fb688a-d1ab-493a-aee4-f6ff62a7f3e4.jpg?v=1741881452"" alt="""">",,"<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>70ml</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months before opening, within 12 months after opening</td></tr><tr><th scope=""row"">How to Use</th> <td>Dispense an appropriate amount into your hands and apply to your skin. <br></td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>Cosvision Corp. / Amorepacific Corporation</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Chamaecyparis Obtusa Water, Butylene Glycol, Glycerin, Dicaprylyl Ether, 1,2-Hexanediol, Squalane, Phenyl Trimethicone, Methyl Trimethicone, Isononyl Isononanoate, Betaine, C14-22 Alcohols, Water, Cetearyl Alcohol, Cetearyl Olivate, Stearyl Dimethicone, Glyceryl Stearate, Sorbitan Olivate, PCA Dimethicone, Palmitic Acid, Stearic Acid, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, C12-20 Alkyl Glucoside, Sodium Stearoyl Glutamate, Ethylhexylglycerin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Behenyl Alcohol, Tromethamine, Xanthan Gum, Phytosterols, Sorbitan Isostearate, Malachite Extract, Disodium EDTA, Carthamus Tinctorius (Safflower) Flower Extract, Dextrin, Niacinamide, Caffeine, Ceramide NP, Tocopherol, Arginine, Cyclodextrin, Hydroxypropyl Cyclodextrin, Maltodextrin, Citric Acid</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>N</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1. Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use. <br>2. Do not use on wounds or other affected areas. <br>3. Storage and handling instructions a) Keep out of reach of children. b) Keep away from direct sunlight.</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-80-023-5454 (Toll free) Hours: 09:00â€“18:00 KST (Lunchtime 12:00â€“13:00) (Closed on weekends and holidays)</td></tr></tbody></table></div></div></div></div>","Suitable for sensitive skin that has become sensitive due to repeated troubles, enlarged pores due to blackheads, and rough skin due to traces of impurities.It provides +85% initial calming, -44% pore reduction, and +22% moisturizing charge.Moisturizing cream that restores collapsed skin barriers.",,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
b-ready-cicaffeine-trouble-reset-cream-70ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/e1fb688a-d1ab-493a-aee4-f6ff62a7f3e4_a97e02c6-b9e1-40ca-ac65-21943f67d774.jpg?v=1742243004,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b-ready-cicaffeine-trouble-reset-cream-70ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/2f6a48d0-0fcd-466c-ad77-b56cb8816e99_1f924658-3529-434b-a367-0c3d956f1ef9.jpg?v=1742243004,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b-ready-cicaffeine-trouble-reset-cleansing-foam-150g-1-1-set,B.READY Cicaffeine Trouble Reset Cleansing Foam 150g 1+1 Set,"",B.READY,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,Cleansing Forms,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,21.98,26.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/5403bb78-13cb-47c6-874f-447439f3d5ce_daca73ad-41d6-480f-8544-c69175744ddb.jpg?v=1742242998,1,"",false,,,,,,,,,,,,,,,Contains beta-sitosterol for ultra-soothing and caffeine for pore reduction effects.Contains beta-sitosterol for ultra-soothing and provides vitality beyond soothing.Contains caffeine with green bean extract specialized for pore elasticity.,,,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/5403bb78-13cb-47c6-874f-447439f3d5ce.jpg?v=1741881330"" alt="""">",,"<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>300g</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months before opening, within 12 months after opening</td></tr><tr><th scope=""row"">How to Use</th> <td>Take an appropriate amount of the contents on your hand. Lather sufficiently, and rub as if massaging. Rinse thoroughly with water.<br></td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>Amorepacific Corporation</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water, Glycerin, Potassium Cocoyl Glycinate, Sodium Cocoyl Glycinate, Glyceryl Stearate, Citric Acid, Glycol Distearate, Lauryl Hydroxysultaine, Hydrated Silica, Coco-glucoside, Tromethamine, Salicylic Acid, Decyl Glucoside, Sodium Chloride, Polyquaternium-10, Vitis Vinifera (Grape) Seed Powder, Limonene, Fragrance, Sodium Metaphosphate, Glyceryl Caprylate, Chlorella Minutissima Extract, Zinc Oxide, Ethylhexylglycerin, Linalool, Tetrasodium EDTA, Geraniol, Citronellol, Phytosterols, Niacinamide, Chlorophyllin-Copper Complex, Butylene Glycol, Iron Oxide Black, Caffeine (10ppm), 1,2-Hexanediol, Tocopherol, Arginine, Cyclodextrin, Hydroxypropyl Cyclodextrin, Maltodextrin</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>Completion of functional cosmetics review (or report) according to the Cosmetics Act</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1. Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use. <br>2. Do not use on wounds or other affected areas. <br>3. Storage and handling instructions a) Keep out of reach of children. b) Keep away from direct sunlight.<br>4. Patch testing is advised before its first use.</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-80-023-5454 (Toll free) Hours: 09:00â€“18:00 KST (Lunchtime 12:00â€“13:00) (Closed on weekends and holidays)</td></tr></tbody></table></div></div></div></div>","A functional cleansing foam for acne relief with a pH of 6.3, mildly acidic, and contains fine grape seed particles for a soft and squeaky clean wash.Suitable for sensitive skin due to recurring troubles, and enlarged pores due to blackheads.A mildly acidic cleansing foam that gently and refreshingly cleanses the skin.",4,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
b-ready-cicaffeine-trouble-reset-cleansing-foam-150g,B.READY Cicaffeine Trouble Reset Cleansing Foam 150g,"",B.READY,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,Cleansing Forms,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,26.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/bebe5e3b-90ea-4d09-9bca-7aca575c07f3_7ff7bded-9918-40c3-a76c-fda4cc342689.jpg?v=1742242995,1,"",false,,,,,,,,,,,,,,,"Provides excellent synergy between beta-Sitosterol for soothing and caffeine for pore control.Contains beta-Sitosterol for skin soothing and vitalizing, along with caffeine extracted from green coffee bean specialized in skin elasticity around pores.The pH 6.3 bubbles containing fine grapefruit seeds provide mild and perfect cleansing.",,,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/bebe5e3b-90ea-4d09-9bca-7aca575c07f3.jpg?v=1741881274"" alt="""">",,"<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>150g</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months before opening, within 12 months after opening</td></tr><tr><th scope=""row"">How to Use</th> <td>Take an appropriate amount of the contents on your hand. Lather sufficiently, and rub as if massaging. Rinse thoroughly with water.</td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>Amorepacific Corporation</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water, Glycerin, Potassium Cocoyl Glycinate, Sodium Cocoyl Glycinate, Glyceryl Stearate, Citric Acid, Glycol Distearate, Lauryl Hydroxysultaine, Hydrated Silica, Coco-glucoside, Tromethamine, Salicylic Acid, Decyl Glucoside, Sodium Chloride, Polyquaternium-10, Vitis Vinifera (Grape) Seed Powder, Limonene, Fragrance, Sodium Metaphosphate, Glyceryl Caprylate, Chlorella Minutissima Extract, Zinc Oxide, Ethylhexylglycerin, Linalool, Tetrasodium EDTA, Geraniol, Citronellol, Phytosterols, Niacinamide, Chlorophyllin-Copper Complex, Butylene Glycol, Iron Oxide Black, Caffeine (10ppm), 1,2-Hexanediol, Tocopherol, Arginine, Cyclodextrin, Hydroxypropyl Cyclodextrin, Maltodextrin</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>Completion of functional cosmetics review (or report) according to the Cosmetics Act</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1. Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use. <br>2. Do not use on wounds or other affected areas. <br>3. Storage and handling instructions a) Keep out of reach of children. b) Keep away from direct sunlight.<br>4. Patch testing is advised before its first use.</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-80-023-5454 (Toll free) Hours: 09:00â€“18:00 KST (Lunchtime 12:00â€“13:00) (Closed on weekends and holidays)</td></tr></tbody></table></div></div></div></div>","Provides trouble soothing and inner pore care.Recommended for sensitive skin types due to frequent skin troubles, wide pores due to blackheads, and skin wastes caused by external environment.A pH-balanced cleansing foam for mild yet effective cleansing.",1,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
b-ready-one-shot-oil-foam-cleanser-200ml,B. READY One Shot Oil Foam Cleanser 200ml,"",B.READY,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,Cleansing Balms&Oils,"",true,Title,Default Title,,,,,,,,,0.0,shopify,100,deny,manual,21.46,27.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/a5d7fb4f-c579-4d9a-b9fc-3881c067528d_466d5e58-1718-4958-9f00-e8ab0640412c.jpg?v=1742242991,1,"",false,,,,,,,,,,,,,,,"3 gentle exfoliators (AHA, BHA, PHA) promote healthy cell turnover.Guaiazulene, also known as Blue Azulene, provides effective calming and soothing effects for comforted skin.AHA and PHA gently exfoliate dead cells while BHA promotes healthy sebum balance. Optimally infused Glycerin creates gentle moisturizing lather, and Guaiazulene (or Blue Azulene) soothes the skin.",,,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/a5d7fb4f-c579-4d9a-b9fc-3881c067528d.jpg?v=1741881207"" alt="""">",,"<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>200ml</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types</td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months before opening, within 12 months after opening</td></tr><tr><th scope=""row"">How to Use</th> <td>1. Remove the stopper under the cap.<br>2. Squirt 1â€“2 pumps into the palm of your hand. <br>3. Work up a lather and massage around your face in a gentle rolling motion. <br>4. Rinse thoroughly with lukewarm water.</td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>Amorepacific Corporation</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Water, Glycerin, Caprylyl/Capryl Glucoside, Sodium Cocoyl Alaninate, Disodium Laureth Sulfosuccinate, Lauryl Betaine, Lauric Acid, Disodium Cocoamphodiacetate, Acrylates Copolymer, Dipropylene Glycol, Sodium Chloride, Potassium Hydroxide, 1,2-Hexanediol, Polyglyceryl-6 Caprylate, Polyglyceryl-4 Caprate, Ethylhexylglycerin, Sodium Metaphosphate, Gluconolactone, Lactic Acid, Limonene, Fragrance, Linalool, Citric Acid, Salicylic Acid, Glycolic Acid, Guaiazulene, Tocopherol</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>N</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1. Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use.<br>2. Do not use on wounds or other affected areas.<br>3. Storage and handling instructions a) Keep out of reach of children. b) Keep away from direct sunlight.</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>Customer Center (toll-free call): +82-80-023-5454</td></tr></tbody></table></div></div></div></div>","One-step cleanser that helps clear away oil, impurities, and everyday makeup without double cleansing.Ideal for anyone who wants to have an effortless cleansing for simple face makeup such as sunscreen and foundation, address dead cells, blackheads, and excess sebum in a daily cleansing step, or avoid double cleansing that may over dry skin.The formula works like an oil cleanser to dissolve makeup and oil-based impurities, then refreshes skin like a foaming cleanser. Take your no-makeup day off easily with this One Shot Oil Foam Cleanser!",5,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
